"","LoC_classifications","title","downloads","author_birthdate","author_deathdate","author_name","pub_day","pub_date_full","pub_month","pub_month_name","pub_year","difficulty.ari","difficulty.coleman","difficulty.dale","difficulty.vocabulary","difficulty.flesch.grade","difficulty.flesch.ease","difficulty.gunning","difficulty.linsear","difficulty.smog","polarity","subjectivity","avg_letter_per_word","avg_sentence_length","sentences_over_words","characters","polysyllables","sentences","syllables","words"
"596","BL","Myths of the Norsemen: From the Eddas and Sagas",650,1859,1929,"Guerber, H. A. (Helene Adeline)",4,"April 4, 2009",4,"April",2009,17.6,12.43,6.85,10943,12.6,57.95,14,1,3.1,0.122959460518839,0.530159817962894,5.02,30,0.03,503971,2478,3269,139669.2,100347
"597","BL","The Golden Bough: A Study of Magic and Religion",650,1854,1941,"Frazer, James George",1,"January, 2003",1,"January",2003,15.6,10.69,6.03,24787,12.2,58.96,13.6,2,3.1,0.07326131844502,0.443932175772953,4.72,29,0.03,1933100,12904,13814,569884.5,409963
"598","","How the Other Half Lives: Studies Among the Tenements of New York",649,1849,1914,"Riis, Jacob A. (Jacob August)",26,"April 26, 2014",4,"April",2014,12.9,11.03,6.59,9369,9.9,65.05,11.2,13.5,3.1,0.0560984711745866,0.458362744813649,4.83,23,0.04,394043,2610,3522,113366.7,81588
"599","PR","Romeo and Juliet",648,1564,1616,"Shakespeare, William",1,"January 1, 1597",1,"January",1597,9.3,10.66,6.25,3014,5.6,81.63,8,2.5,3.1,0.14850397818816,0.538534233215923,4.92,15,0.07,125550,233,1687,32728.5,25512
"600","PS","Mark Twain's Speeches",648,1835,1910,"Twain, Mark",19,"August 19, 2006",8,"August",2006,9.5,9.46,6.2,9777,6.8,78.59,9.2,61,3.1,0.147860124552544,0.485967387628114,4.61,18,0.05,425130,2919,4988,124439.4,92182
"601","PR","The Man with Two Left Feet, and Other Stories",648,1881,1975,"Wodehouse, P. G. (Pelham Grenville)",1,"February, 2005",2,"February",2005,7,8.87,5.87,7123,4.8,83.66,7.2,11,3.1,0.0900586558384887,0.481795739219037,4.61,13,0.07,327280,1542,5308,92072.7,70979
"602","PT","Märchen für Kinder",645,1805,1875,"Andersen, H. C. (Hans Christian)",3,"September 3, 2006",9,"September",2006,11.3,13.16,6.4,7195,6.8,73.17,8,5.5,3.1,0.442159383465545,0.694949494949495,5.35,15,0.07,301721,1129,3736,77601.6,56394
"603","PR","Sense and Sensibility",645,1775,1817,"Austen, Jane",15,"June 15, 2007",6,"June",2007,12.4,10.85,5.89,9350,9.1,67.08,10.4,9,3.1,0.131733313680068,0.53207980013489,4.85,21,0.05,591337,4047,5566,171572.4,121839
"604","PZ","Fairy Tales of Hans Christian Andersen",645,1805,1875,"Andersen, H. C. (Hans Christian)",8,"November 8, 2008",11,"November",2008,10.3,9.17,5.47,19702,7.6,76.56,10,52,3.1,0.138969854511542,0.508753907379291,4.56,20,0.05,1692906,4307,18021,473450.4,371292
"605","NK","Illustrated History of Furniture: From the Earliest to the Present Time",644,1850,1930,"Litchfield, Frederick",4,"May 4, 2004",5,"May",2004,15.4,14.28,6.77,9840,10.7,57.61,10.8,6,8.8,0.146224137658511,0.421604651496963,5.39,22,0.04,410770,3900,3317,117376.2,76222
"606","","End as a Hero",644,1925,1993,"Laumer, Keith",22,"February 22, 2016",2,"February",2016,7.2,9.84,6.98,2171,5.2,77.23,6.4,5.5,3.1,0.0205789128531258,0.462629088864414,4.88,11,0.09,59894,303,1079,16564.5,12270
"607","","Hafiz in London",644,0,0,"Hafiz, 14th cent.",8,"March 8, 2016",3,"March",2016,15.2,11.2,7.65,1087,10.3,69.45,12.8,7,3.1,0.143005398957103,0.54805383379247,4.86,27,0.04,31155,73,233,8313.3,6417
"608","PS","The Gods of Mars",643,1875,1950,"Burroughs, Edgar Rice",17,"June 17, 2008",6,"June",2008,11.1,9.69,6.01,6956,7.9,75.54,10.4,17.5,3.1,0.0636141176956747,0.495311618794125,4.65,21,0.05,384286,1580,3896,110563.2,82689
"609","TR","The Pencil of Nature",642,1800,1877,"Talbot, William Henry Fox",16,"August 16, 2010",8,"August",2010,14.3,12.13,7.5,1604,11.5,55.58,11.6,3.5,8.8,0.108662549486509,0.48077275243192,5.02,24,0.04,47597,416,393,14123.7,9478
"610","JN","My Own Story",642,1858,1928,"Pankhurst, Emmeline",6,"January 6, 2011",1,"January",2011,13.2,11.67,6.2,8920,10.7,57.61,10.8,11.5,3.1,0.0785726405451785,0.463953515246022,4.94,22,0.04,472645,3799,4233,139579.2,95774
"611","PR","Salomé: A Tragedy in One Act",641,1854,1900,"Wilde, Oscar",12,"May 12, 2013",5,"May",2013,5.5,8.33,5.8,1433,3.3,87.72,5.6,5,3.1,0.0300128983615591,0.507733547087833,4.67,9,0.1,61485,208,1338,17100,13170
"612","","An Advanced English Grammar with Exercises",641,0,0,"Farley, Frank Edgar",29,"May 29, 2014",5,"May",2014,9.9,12.98,6.05,12153,5.6,76.22,6.8,15,3.1,0.0417323211152464,0.412282942943141,5.37,12,0.08,567626,4591,8762,148430.7,105795
"613","","What is Posat?",637,0,0,"Smith, Phyllis Sterling",1,"March 1, 2016",3,"March",2016,9,11.13,7.37,1095,7.2,66.74,7.2,5,3.1,0.0614019265335055,0.504140361952862,5,13,0.07,28009,256,408,8132.4,5601
"614","PR","His Last Bow: An Epilogue of Sherlock Holmes",636,1859,1930,"Doyle, Arthur Conan",1,"October, 2000",10,"October",2000,7.3,9.16,6.76,954,4.8,83.66,7.2,17.5,3.1,0.0915654890062815,0.46922627531199,4.66,13,0.07,28325,146,450,8054.1,6082
"615","B","Mysticism and Logic and Other Essays",634,1872,1970,"Russell, Bertrand",12,"May 12, 2008",5,"May",2008,16.7,12.54,6.64,7332,13,51.52,13.2,12.5,8.8,0.081862548885292,0.476700140200595,5.09,28,0.04,365179,4665,2533,109523.7,71757
"616","F1201","The Memoirs of the Conquistador Bernal Diaz del Castillo, Vol 1 (of 2): Written by Himself Containing a True and Full Account of the Discovery and Conquest of Mexico and New Spain.",632,1496,1584,"Diaz del Castillo, Bernal",21,"May 21, 2010",5,"May",2010,17.3,11.85,6.09,10658,13,56.93,14.4,8,8.8,0.126697230481882,0.470617806693342,4.92,31,0.03,905914,6423,5930,265553.1,184178
"617","","The Dunwich Horror",632,1890,1937,"Lovecraft, H. P. (Howard Phillips)",4,"October 4, 2015",10,"October",2015,14.1,12.13,7.61,3111,9.9,65.05,11.2,6,3.1,0.020034987869716,0.481031445696718,5.02,23,0.04,86905,588,726,24795,17318
"618","DF,PA","Anabasis",630,-431,-355,"Xenophon",1,"January, 1998",1,"January",1998,14.9,10.45,6.45,8529,11.8,59.98,13.2,5.5,3.1,0.115687006431875,0.459684871314816,4.73,28,0.04,448493,2378,3370,129461.4,94860
"619","PT","The Younger Edda; Also called Snorre's Edda, or The Prose Edda",629,0,1241,"Snorri Sturluson",31,"July 31, 2006",7,"July",2006,9.7,10.21,6.19,7244,6.4,79.6,8.8,6.5,3.1,0.144761344759625,0.50274780568603,4.79,17,0.06,320473,1015,3909,85551.3,66946
"620","PZ","The Arabian Nights: Their Best-known Tales",629,0,0,"Unknown",27,"March 27, 2007",3,"March",2007,15.7,10.05,6.25,8176,11.5,66.41,14,18.5,3.1,0.156948424147253,0.49565349406717,4.61,30,0.03,529633,2285,3720,154253.7,114821
"621","LB","Dr. Montessori's Own Handbook",628,1870,1952,"Montessori, Maria",8,"August 8, 2009",8,"August",2009,13.6,12.02,6.62,3013,9.5,66.07,10.8,16,8.8,0.0941567827484019,0.456972517936518,5,22,0.04,125695,1138,1097,36100.8,25130
"622","PS","The Works of Edgar Allan Poe — Volume 4",626,1809,1849,"Poe, Edgar Allan",19,"May 19, 2008",5,"May",2008,12.2,11.89,6.89,11494,9.5,60.65,9.6,18.5,8.8,0.107602512903661,0.505665716361239,5.03,19,0.05,394955,4072,3941,115952.4,78589
"623","PR","The Mysteries of Udolpho",626,1764,1823,"Radcliffe, Ann Ward",1,"June, 2002",6,"June",2002,16.3,11.9,5.92,16415,11.8,59.98,13.2,13,3.1,0.0757329899185732,0.503926546987623,4.98,28,0.04,1444531,9152,10169,415960.2,290340
"624","","In the path of the alphabet: an historical account of the ancient beginnings and; evolution of the modern alphabet",625,0,0,"Jermain, Frances",11,"March 11, 2016",3,"March",2016,15.7,13.64,6.98,4299,11.5,55.58,11.6,6,8.8,0.140605324818196,0.424558358693013,5.28,24,0.04,166376,1704,1283,48296.7,31506
"625","E201,JK","The Declaration of Independence of the United States of America",624,1743,1826,"Jefferson, Thomas",4,"July 4, 1776",7,"July",1776,23.8,30.95,10.79,14,4.1,74.86,4,2,3.1,0,0.0666666666666667,9.03,5,0.19,289,2,6,48.6,32
"626","","A Bad Day for Vermin",623,1925,1993,"Laumer, Keith",21,"February 21, 2016",2,"February",2016,8.3,11.12,7.8,467,5.2,77.23,6.4,6.5,3.1,0.0368405825496343,0.428892048564462,5.1,11,0.09,10401,48,179,2817,2039
"627","PZ","Anne's House of Dreams",623,1874,1942,"Montgomery, L. M. (Lucy Maud)",1,"May, 1996",5,"May",1996,7.7,9.33,5.82,7477,5.2,82.65,7.6,26,3.1,0.122292258282556,0.51217365147517,4.69,14,0.07,371897,1370,5645,104102.1,79374
"628","DS","The Tribes and Castes of the Central Provinces of India, Volume 1",622,1873,1915,"Russell, R. V. (Robert Vane)",15,"February 15, 2007",2,"February",2007,12.3,12.76,6.18,19258,9.1,61.67,9.2,11.5,3.1,0.066345533551416,0.415827064666809,5.18,18,0.05,952723,8940,9851,274562.1,184101
"629","PQ","The Romance of Tristan and Iseult",621,1864,1938,"Bedier, Joseph",3,"December 3, 2004",12,"December",2004,10.8,8.59,6.05,2157,7.2,82.98,10.8,6.5,3.1,0.106640621007103,0.509284831957387,4.41,22,0.04,113729,73,1128,30776.4,25783
"630","D501","In Stahlgewittern, aus dem Tagebuch eines Stoßtruppführers",621,1895,1998,"Junger, Ernst",19,"October 19, 2010",10,"October",2010,15.6,17.8,7.42,12768,9.5,55.24,8.4,5,3.1,0.0912148535401002,0.499373433583961,6.1,16,0.06,411406,3964,4060,107951.4,67468
"631","PR","Lady Susan",621,1775,1817,"Austen, Jane",1,"June 1997",6,"June",1997,12.4,10.39,6.68,2773,9.9,65.05,11.2,11,3.1,0.12707987772787,0.553882377067997,4.72,23,0.04,108750,899,993,32407.2,23047
"632","PR","The Return of the Native",620,1840,1928,"Hardy, Thomas",8,"March 8, 2006",3,"March",2006,9.1,9.86,5.8,12299,6,80.62,8.4,26.5,3.1,0.0642328105160522,0.479126828950782,4.73,16,0.06,669540,3120,8575,189631.8,141670
"633","PR","Idylls of the King",620,1809,1892,"Tennyson, Alfred Tennyson, Baron",1,"August, 1996",8,"August",1996,16,10.11,6.57,7468,10.7,73.85,14.4,27.5,3.1,0.131156448101149,0.521606192560614,4.62,31,0.03,389314,699,2689,104745.6,84178
"634","PR","Beowulf",619,0,0,"Unknown",1,"July, 1997",7,"July",1997,13,11.49,6.99,3701,8.3,74.53,10.8,17,3.1,0.112849291260968,0.557140808792006,4.96,22,0.05,128374,279,1166,33317.1,25884
"635","BX","Selected Sermons of Jonathan Edwards",618,1703,1758,"Edwards, Jonathan",12,"December 12, 2010",12,"December",2010,15.5,10.86,6.53,6586,12.2,58.96,13.6,3.5,8.8,0.173475748045474,0.532017728732131,4.75,29,0.03,338752,2527,2455,99254.7,71349
"636","PQ","Tartuffe; Or, The Hypocrite",617,1622,1673,"Moliere",1,"January, 2000",1,"January",2000,9.4,10.61,6.44,2365,5.6,81.63,8,13.5,3.1,0.12522729668343,0.556123563005362,4.91,15,0.07,88976,209,1185,24332.4,18138
"637","PS","Beyond Lies the Wub",615,1928,1982,"Dick, Philip K.",11,"April 11, 2009",4,"April",2009,5.4,8.77,6.43,418,2.5,89.75,4.8,2.5,3.1,0.0716183751648868,0.453901100191798,4.9,7,0.13,13202,46,361,3479.4,2694
"638","PQ","English Translations Of Works Of Emile Zola: An Index to the Project Gutenberg Works of Zola in English",615,1840,1902,"Zola, Emile",30,"May 30, 2009",5,"May",2009,14.7,19.53,5.99,120,3.7,86.71,6,26.5,3.1,0.0816017316017316,0.415021645021645,6.55,10,0.09,6692,24,97,1302.3,1022
"639","ND","A Text-Book of the History of Painting",613,1856,1932,"Van Dyke, John Charles",23,"July 23, 2006",7,"July",2006,12.6,14.38,6.59,10228,8.4,63.7,8.4,4,3.1,0.158604424577704,0.44487670373189,5.51,16,0.06,411839,4127,4605,114546.6,74680
"640","PS","Tales of the Jazz Age",613,1896,1940,"Fitzgerald, F. Scott (Francis Scott)",1,"October, 2004",10,"October",2004,9.3,10.95,6.33,10937,6.4,74.19,7.6,8.5,3.1,0.0638659654723651,0.499260237665208,4.97,14,0.07,430623,2466,5942,119863.8,86579
"641","PR","Lady Audley's Secret",613,1835,1915,"Braddon, M. E. (Mary Elizabeth)",1,"September, 2005",9,"September",2005,11.2,10.5,5.98,12672,8.7,68.1,10,18,3.1,0.0313201140402571,0.513103453959894,4.79,20,0.05,708542,3433,7329,201331.8,147984
"642","PR","Far from the Madding Crowd",612,1840,1928,"Hardy, Thomas",1,"February, 1994",2,"February",1994,10.1,10.67,6.11,14118,7.6,71.14,8.8,2,3.1,0.0669772834969496,0.485272508549217,4.87,17,0.06,667326,3885,7969,187362.9,137044
"643","BJ","How to Live on 24 Hours a Day",610,1867,1931,"Bennett, Arnold",1,"August, 2000",8,"August",2000,10.2,10.15,6.97,1986,7.9,70.13,9.2,13,3.1,0.0853767358754294,0.492297168568945,4.73,18,0.05,60716,465,690,18198,12842
"644","PR","The Tragedy of King Lear",609,1564,1616,"Shakespeare, William",1,"January 1, 1608",1,"January",1608,6.4,8.97,6.09,3334,2.9,94.15,6.4,1.5,3.1,0.116296366967897,0.527867292021705,4.73,11,0.09,130143,274,2474,34220.7,27527
"645","BL","Myths of Babylonia and Assyria",609,1873,1936,"Mackenzie, Donald A. (Donald Alexander)",5,"September 5, 2005",9,"September",2005,13.4,12.82,6.25,15745,9.9,59.64,10,3,8.8,0.114449808259884,0.466632707388595,5.19,20,0.05,798355,7775,7383,230048.1,153732
"646","PG","Dead Souls",607,1809,1852,"Gogol, Nikolai Vasilevich",1,"October, 1997",10,"October",1997,12.1,11.14,6.26,14633,8.7,68.1,10,6.5,3.1,0.0967772319525938,0.477572918582562,4.9,20,0.05,695178,4748,6764,200611.8,141946
"647","PK","The Mahabharata of Krishna-Dwaipayana Vyasa, Volume 1: Books 1, 2 and 3",606,0,0,"Unknown",26,"March 26, 2005",3,"March",2005,12.3,11.66,1.75,30318,9.9,59.64,10,6.5,3.1,0.213324245443348,0.55717477240578,4.99,20,0.05,3154531,22524,30974,917923.5,631885
"648","PR","Doctor Thorne",606,1815,1882,"Trollope, Anthony",1,"April, 2002",4,"April",2002,9.9,9.63,5.55,13959,6.8,78.59,9.2,1.5,3.1,0.114194680801051,0.520033970232337,4.64,18,0.05,1006262,5359,11486,285761.7,216995
"649","PN","Library of the World's Best Mystery and Detective Stories",603,0,0,"Unknown",28,"June 28, 2004",6,"June",2004,10.5,10.33,6.34,11298,8.3,69.11,9.6,10.5,3.1,0.0912075658776275,0.502426700018411,4.76,19,0.05,482758,2649,5326,138854.7,101411
"650","T","Mechanical Drawing Self-Taught: Comprising instructions in the selection and preparation of drawing instruments, elementary instruction in practical mechanical drawing; together with examples in simple geometry and elementary mechanism, including screw threads, gear wheels, mechanical motions, engines and boilers",603,0,0,"Rose, Joshua",4,"November 4, 2007",11,"November",2007,13.3,11.2,6.08,5722,8.7,73.51,11.2,6.5,3.1,0.0778305421357256,0.408846213209198,4.86,23,0.04,336206,2578,2915,92318.4,69205
"651","PR","The Return of Sherlock Holmes",601,1859,1930,"Doyle, Arthur Conan",10,"July 10, 2008",7,"July",2008,7.7,8.98,5.66,9463,5.2,82.65,7.6,2,3.1,0.0732607513765039,0.490988522051721,4.63,14,0.07,520468,2375,7654,149505.3,112404
"652","PR","Dombey and Son",601,1812,1870,"Dickens, Charles",1,"February, 1997",2,"February",1997,11.9,10.68,5.74,23846,7.9,75.54,10.4,4.5,3.1,0.100146883988181,0.505710584903043,4.82,21,0.05,1708731,9150,16660,478006.2,354829
"653","DS","History of Egypt, Chaldea, Syria, Babylonia, and Assyria in the Light of Recent Discovery",600,1869,1919,"King, L. W. (Leonard William)",16,"December 16, 2005",12,"December",2005,15.9,11.9,6.42,10456,12.6,52.53,12.8,13,8.8,0.123903647367946,0.437435075378335,4.98,27,0.04,568016,5887,4105,168993,114152
"654","BL","The Tao Teh King, or the Tao and its Characteristics",600,0,0,"Laozi",1,"February, 1995",2,"February",1995,11.1,9.98,6.8,1468,7.6,76.56,10,10.5,3.1,0.148883622599037,0.53377880610094,4.7,20,0.05,50124,290,513,13888.8,10657
"655","PR,PZ","Alice's Abenteuer im Wunderland",599,1832,1898,"Carroll, Lewis",28,"February 28, 2007",2,"February",2007,11.8,13.69,6.68,3718,6.8,73.17,8,4,3.1,0.414417146381579,0.538157894736842,5.39,15,0.06,137490,459,1637,34974.9,25515
"656","PS","The Variable Man",599,1928,1982,"Dick, Philip K.",27,"April 27, 2010",4,"April",2010,6.9,10.47,6.16,3372,4.1,80.28,5.2,4.5,3.1,0.0236268184298731,0.467258018993206,5.09,8,0.11,127398,665,2868,35286.3,25044
"657","","Pen Pal",599,1928,2008,"Marlowe, Stephen",23,"February 23, 2016",2,"February",2016,8.5,10.49,6.89,857,6,75.2,7.2,6.5,3.1,0.10189858985161,0.494578966894403,4.89,13,0.07,25306,138,373,7146,5179
"658","PS","Warlord of Mars",599,1875,1950,"Burroughs, Edgar Rice",1,"June, 1993",6,"June",1993,13.9,10.04,6.45,5516,9.9,70.47,12.4,25.5,3.1,0.0757198653021337,0.48139038006131,4.66,26,0.04,266383,1184,2134,76756.5,57129
"659","PT","Household Stories by the Brothers Grimm",598,1786,1859,"Grimm, Wilhelm",17,"August 17, 2006",8,"August",2006,10.7,8.48,5.54,4585,7.2,82.98,10.8,11.5,3.1,0.104862457865294,0.47581632831457,4.39,22,0.04,389881,488,3881,106541.1,88728
"660","PS","How to Tell a Story, and Other Essays",598,1835,1910,"Twain, Mark",20,"August 20, 2006",8,"August",2006,10.5,9.4,7.09,1127,7.6,76.56,10,11,3.1,0.095350187893523,0.462639708381896,4.6,20,0.05,33284,195,351,9561.6,7236
